Serial no.,Horse id,Horse-Gender,Horse-Height,Horse-Weight,Racer-Horse
49161,H49161,M,53.0,467.0,Yes
49162,H49162,M,48.0,350.0,Yes
49163,H49163,M,36.0,235.0,Yes
49164,H49164,M,64.0,844.0,Yes
49165,H49165,M,63.0,731.0,Yes
49166,H49166,M,,,No
49167,H49167,F,,730.0,No
49168,H49168,M,51.0,,No
49169,H49169,M,60.0,643.0,No
49170,H49170,M,61.0,752.0,No
49171,H49171,M,,638.0,Yes
49172,H49172,M,57.0,503.0,No
49173,H49173,M,29.0,190.0,No
49174,H49174,M,59.0,639.0,Yes
49175,H49175,M,,806.0,No
49176,H49176,M,49.0,,
49177,H49177,M,56.0,577.0,Yes
49178,H49178,M,44.0,300.0,Yes
49179,H49179,M,,,Yes
49180,H49180,F,,351.0,Yes
49181,H49181,M,59.0,,No
49182,H49182,F,29.0,180.0,Yes
49183,H49183,,,,Yes
49184,H49184,F,54.0,464.0,Yes
49185,H49185,F,,,No
49186,H49186,F,48.0,399.0,No
49187,H49187,M,,,Yes
49188,H49188,M,62.0,797.0,No
49189,H49189,M,40.0,,No
49190,H49190,F,61.0,788.0,No
49191,H49191,F,62.0,793.0,No
49192,H49192,M,,,No
49193,H49193,M,,717.0,Yes
49194,H49194,F,56.0,568.0,Yes
49195,H49195,M,50.0,443.0,No
49196,H49196,F,57.0,589.0,Yes
49197,H49197,F,71.0,1147.0,Yes
49198,H49198,F,64.0,900.0,No
49199,H49199,M,,,Yes
49200,H49200,M,44.0,303.0,No
49201,H49201,F,61.0,,No
49202,H49202,M,53.0,,Yes
49203,H49203,M,40.0,271.0,Yes
49204,H49204,M,,689.0,No
49205,H49205,F,,,Yes
49206,H49206,F,,,No
49207,H49207,M,,215.0,No
49208,H49208,M,70.0,1157.0,Yes
49209,H49209,M,61.0,771.0,No
49210,H49210,F,62.0,725.0,Yes
49211,H49211,F,59.0,600.0,No
49212,H49212,M,,,No
49213,H49213,F,64.0,,Yes
49214,H49214,F,46.0,374.0,No
49215,H49215,M,,,No
49216,H49216,M,72.0,,No
49217,H49217,F,52.0,,Yes
49218,H49218,M,,,No
49219,H49219,M,46.0,384.0,Yes
49220,H49220,F,,242.0,Yes
49221,H49221,M,67.0,915.0,Yes
49222,H49222,M,60.0,,No
49223,H49223,M,64.0,876.0,Yes
49224,H49224,F,60.0,,No
49225,H49225,F,53.0,500.0,No
49226,H49226,M,58.0,650.0,Yes
49227,H49227,F,68.0,1036.0,No
49228,H49228,F,45.0,312.0,Yes
49229,H49229,,47.0,393.0,Yes
49230,H49230,M,,,No
49231,H49231,F,65.0,,Yes
49232,H49232,F,58.0,619.0,No
49233,H49233,M,50.0,407.0,Yes
49234,H49234,F,,,Yes
49235,H49235,M,,1142.0,No
49236,H49236,F,54.0,490.0,Yes
49237,H49237,F,55.0,483.0,Yes
49238,H49238,M,,,Yes
49239,H49239,M,,683.0,No
49240,H49240,,,512.0,Yes
49241,H49241,M,44.0,,No
49242,H49242,M,59.0,,No
49243,H49243,M,65.0,877.0,No
49244,H49244,F,64.0,863.0,Yes
49245,H49245,M,,682.0,No
49246,H49246,F,72.0,1196.0,Yes
49247,H49247,,,412.0,Yes
49248,H49248,F,64.0,833.0,No
49249,H49249,F,,311.0,No
49250,H49250,F,61.0,704.0,Yes
49251,H49251,M,63.0,799.0,Yes
49252,H49252,F,60.0,669.0,No
49253,H49253,F,,467.0,No
49254,H49254,M,31.0,184.0,Yes
49255,H49255,M,57.0,519.0,Yes
49256,H49256,F,48.0,383.0,No
49257,H49257,M,,868.0,No
49258,H49258,M,,,No
49259,H49259,M,,,Yes
49260,H49260,,,,No
49261,H49261,F,46.0,387.0,Yes
49262,H49262,F,,914.0,Yes
49263,H49263,M,36.0,229.0,Yes
49264,H49264,F,72.0,1189.0,Yes
49265,H49265,F,72.0,1179.0,Yes
49266,H49266,F,,423.0,Yes
49267,H49267,F,,342.0,No
49268,H49268,F,,469.0,Yes
49269,H49269,M,,587.0,Yes
49270,H49270,M,,,No
49271,H49271,F,28.0,,Yes
49272,H49272,F,57.0,538.0,No
49273,H49273,M,50.0,447.0,Yes
49274,H49274,F,30.0,200.0,No
49275,H49275,M,45.0,335.0,Yes
49276,H49276,M,59.0,,No
49277,H49277,M,,,Yes
49278,H49278,M,44.0,325.0,No
49279,H49279,,39.0,280.0,Yes
49280,H49280,F,60.0,632.0,No
49281,H49281,F,50.0,,No
49282,H49282,M,,836.0,Yes
49283,H49283,M,,,Yes
49284,H49284,F,28.0,202.0,No
49285,H49285,,50.0,419.0,No
49286,H49286,F,,,Yes
49287,H49287,M,56.0,541.0,No
49288,H49288,M,,,Yes
49289,H49289,F,,430.0,No
49290,H49290,F,61.0,751.0,No
49291,H49291,F,69.0,971.0,Yes
49292,H49292,F,,,
49293,H49293,F,48.0,374.0,Yes
49294,H49294,F,,351.0,No
49295,H49295,F,,529.0,No
49296,H49296,F,57.0,561.0,No
49297,H49297,M,58.0,,Yes
49298,H49298,M,,850.0,No
49299,H49299,M,65.0,817.0,Yes
49300,H49300,M,,738.0,No
49301,H49301,F,,205.0,Yes
49302,H49302,F,59.0,,Yes
49303,H49303,M,45.0,,Yes
49304,H49304,M,,,No
49305,H49305,F,57.0,583.0,Yes
49306,H49306,M,,716.0,Yes
49307,H49307,M,,,No
49308,H49308,M,59.0,,No
49309,H49309,F,,,No
49310,H49310,F,,663.0,No
49311,H49311,M,43.0,350.0,No
49312,H49312,M,52.0,424.0,Yes
49313,H49313,M,,,Yes
49314,H49314,,58.0,605.0,Yes
49315,H49315,M,59.0,637.0,No
49316,H49316,F,,805.0,No
49317,H49317,M,60.0,630.0,No
49318,H49318,F,47.0,382.0,No
49319,H49319,M,43.0,318.0,Yes
49320,H49320,F,61.0,,Yes
49321,H49321,M,,,Yes
49322,H49322,F,61.0,704.0,Yes
49323,H49323,M,,,Yes
49324,H49324,F,,,No
49325,H49325,M,65.0,,Yes
49326,H49326,M,53.0,,No
49327,H49327,M,50.0,,Yes
49328,H49328,M,,436.0,
49329,H49329,F,57.0,588.0,No
49330,H49330,F,,819.0,Yes
49331,H49331,M,64.0,,No
49332,H49332,F,48.0,,Yes
49333,H49333,F,56.0,533.0,Yes
49334,H49334,M,66.0,913.0,No
49335,H49335,M,48.0,353.0,No
49336,H49336,M,40.0,,No
49337,H49337,F,43.0,331.0,Yes
49338,H49338,M,48.0,385.0,Yes
49339,H49339,M,59.0,,Yes
49340,H49340,F,60.0,,No
49341,H49341,,52.0,,No
49342,H49342,M,,,Yes
49343,H49343,F,,,No
49344,H49344,F,,804.0,Yes
49345,H49345,M,,832.0,Yes
49346,H49346,F,,670.0,No
49347,H49347,M,,,No
49348,H49348,M,,,No
49349,H49349,M,70.0,,Yes
49350,H49350,F,35.0,260.0,Yes
49351,H49351,F,59.0,,No
49352,H49352,M,50.0,,Yes
49353,H49353,M,63.0,,Yes
49354,H49354,M,33.0,244.0,No
49355,H49355,F,47.0,352.0,Yes
49356,H49356,F,,,Yes
49357,H49357,F,,1180.0,No
49358,H49358,M,,316.0,Yes
49359,H49359,F,46.0,,No
49360,H49360,M,,550.0,Yes
49361,H49361,F,,350.0,Yes
49362,H49362,F,58.0,608.0,No
49363,H49363,M,62.0,767.0,Yes
49364,H49364,,,764.0,Yes
49365,H49365,F,63.0,794.0,Yes
49366,H49366,M,37.0,254.0,No
49367,H49367,F,,,No
49368,H49368,M,43.0,,No
49369,H49369,F,55.0,497.0,Yes
49370,H49370,M,68.0,,No
49371,H49371,M,,,Yes
49372,H49372,M,43.0,301.0,No
49373,H49373,M,56.0,535.0,Yes
49374,H49374,F,,538.0,No
49375,H49375,M,56.0,520.0,Yes
49376,H49376,F,,,Yes
49377,H49377,M,44.0,,Yes
49378,H49378,M,,,No
49379,H49379,M,,,Yes
49380,H49380,M,,,No
49381,H49381,M,,1169.0,Yes
49382,H49382,,,443.0,Yes
49383,H49383,,,839.0,No
49384,H49384,F,37.0,243.0,No
49385,H49385,F,44.0,312.0,No
49386,H49386,M,,701.0,Yes
49387,H49387,F,56.0,576.0,No
49388,H49388,M,,491.0,No
49389,H49389,F,,409.0,Yes
49390,H49390,M,33.0,229.0,No
49391,H49391,F,66.0,909.0,Yes
49392,H49392,M,,328.0,Yes
49393,H49393,F,59.0,,Yes
49394,H49394,F,59.0,688.0,No
49395,H49395,F,63.0,,No
49396,H49396,F,54.0,498.0,No
49397,H49397,F,,,No
49398,H49398,F,59.0,,No
49399,H49399,F,,,No
49400,H49400,F,47.0,396.0,Yes
49401,H49401,M,64.0,856.0,Yes
49402,H49402,F,52.0,,No
49403,H49403,F,49.0,,No
49404,H49404,F,65.0,,Yes
49405,H49405,M,,907.0,No
49406,H49406,F,60.0,,No
49407,H49407,M,49.0,393.0,No
49408,H49408,F,59.0,692.0,No
49409,H49409,F,,584.0,Yes
49410,H49410,M,,647.0,Yes
49411,H49411,F,,,Yes
49412,H49412,M,48.0,365.0,Yes
49413,H49413,M,71.0,,Yes
49414,H49414,,64.0,804.0,No
49415,H49415,F,,486.0,Yes
49416,H49416,M,54.0,490.0,Yes
49417,H49417,F,,694.0,No
49418,H49418,M,70.0,,Yes
49419,H49419,M,61.0,800.0,No
49420,H49420,M,44.0,,No
49421,H49421,M,,523.0,Yes
49422,H49422,M,64.0,801.0,No
49423,H49423,M,60.0,604.0,No
49424,H49424,F,,838.0,No
49425,H49425,M,69.0,1069.0,Yes
49426,H49426,,65.0,869.0,Yes
49427,H49427,F,29.0,189.0,Yes
49428,H49428,M,,956.0,No
49429,H49429,M,65.0,891.0,No
49430,H49430,F,57.0,521.0,Yes
49431,H49431,F,,856.0,No
49432,H49432,M,,817.0,Yes
49433,H49433,F,,370.0,Yes
49434,H49434,M,,616.0,No
49435,H49435,F,64.0,843.0,Yes
49436,H49436,F,,,No
49437,H49437,M,62.0,772.0,Yes
49438,H49438,M,65.0,870.0,Yes
49439,H49439,F,65.0,,Yes
49440,H49440,F,59.0,700.0,No
49441,H49441,F,60.0,637.0,Yes
49442,H49442,M,56.0,,Yes
49443,H49443,M,56.0,598.0,Yes
49444,H49444,M,,,Yes
49445,H49445,M,,768.0,Yes
49446,H49446,M,60.0,658.0,No
49447,H49447,F,66.0,902.0,Yes
49448,H49448,M,,,No
49449,H49449,M,64.0,829.0,Yes
49450,H49450,F,,199.0,No
49451,H49451,F,66.0,,Yes
49452,H49452,F,,,Yes
49453,H49453,M,,,Yes
49454,H49454,M,,975.0,Yes
49455,H49455,F,49.0,392.0,No
49456,H49456,F,,,Yes
49457,H49457,M,,,Yes
49458,H49458,M,,,No
49459,H49459,M,49.0,390.0,Yes
49460,H49460,M,,399.0,No
49461,H49461,M,47.0,385.0,No
49462,H49462,F,64.0,,Yes
49463,H49463,F,65.0,846.0,Yes
49464,H49464,,,,No
49465,H49465,M,45.0,,Yes
49466,H49466,M,,855.0,Yes
49467,H49467,M,71.0,1105.0,Yes
49468,H49468,F,58.0,,Yes
49469,H49469,M,65.0,,No
49470,H49470,F,63.0,718.0,Yes
49471,H49471,M,,665.0,No
49472,H49472,M,56.0,579.0,Yes
49473,H49473,M,,754.0,Yes
49474,H49474,M,,,Yes
49475,H49475,M,,,No
49476,H49476,M,,,Yes
49477,H49477,M,45.0,335.0,Yes
49478,H49478,F,,,Yes
49479,H49479,M,,,Yes
49480,H49480,M,58.0,688.0,Yes
49481,H49481,M,48.0,396.0,Yes
49482,H49482,M,30.0,214.0,No
49483,H49483,F,,959.0,Yes
49484,H49484,F,65.0,880.0,Yes
49485,H49485,M,43.0,318.0,Yes
49486,H49486,F,,410.0,Yes
49487,H49487,,60.0,675.0,Yes
49488,H49488,F,60.0,618.0,Yes
49489,H49489,,,755.0,Yes
49490,H49490,M,60.0,656.0,Yes
49491,H49491,M,65.0,889.0,No
49492,H49492,F,62.0,,Yes
49493,H49493,F,,,No
49494,H49494,F,57.0,504.0,Yes
49495,H49495,M,48.0,,Yes
49496,H49496,M,,,Yes
49497,H49497,F,49.0,,No
49498,H49498,F,49.0,359.0,Yes
49499,H49499,F,63.0,706.0,No
49500,H49500,M,59.0,656.0,Yes
49501,H49501,F,,,No
49502,H49502,F,65.0,829.0,No
49503,H49503,M,59.0,694.0,No
49504,H49504,,63.0,732.0,No
49505,H49505,F,64.0,,Yes
49506,H49506,F,59.0,689.0,No
49507,H49507,M,63.0,755.0,Yes
49508,H49508,M,47.0,399.0,No
49509,H49509,M,71.0,,Yes
49510,H49510,F,,751.0,No
49511,H49511,M,,362.0,No
49512,H49512,M,,706.0,No
49513,H49513,F,55.0,,No
49514,H49514,F,,474.0,Yes
49515,H49515,M,,281.0,No
49516,H49516,M,,643.0,No
49517,H49517,F,,,No
49518,H49518,F,49.0,363.0,No
49519,H49519,F,,,No
49520,H49520,F,,496.0,Yes
49521,H49521,,51.0,407.0,No
49522,H49522,F,,,Yes
49523,H49523,F,55.0,,Yes
49524,H49524,M,62.0,766.0,Yes
49525,H49525,F,54.0,,No
49526,H49526,M,37.0,,Yes
49527,H49527,M,71.0,1105.0,No
49528,H49528,M,,618.0,No
49529,H49529,F,,1103.0,No
49530,H49530,M,51.0,415.0,Yes
49531,H49531,F,62.0,708.0,Yes
49532,H49532,M,45.0,331.0,Yes
49533,H49533,M,44.0,309.0,No
49534,H49534,M,40.0,,No
49535,H49535,M,,,Yes
49536,H49536,F,,,No
49537,H49537,M,57.0,,No
49538,H49538,M,57.0,,Yes
49539,H49539,M,56.0,,Yes
49540,H49540,M,65.0,,Yes
49541,H49541,M,,365.0,No
49542,H49542,M,72.0,,No
49543,H49543,M,44.0,344.0,Yes
49544,H49544,F,,488.0,No
49545,H49545,F,49.0,,No
49546,H49546,M,47.0,388.0,No
49547,H49547,M,66.0,910.0,No
49548,H49548,M,56.0,508.0,Yes
49549,H49549,F,57.0,,No
49550,H49550,F,63.0,798.0,No
49551,H49551,,30.0,218.0,No
49552,H49552,F,,,No
49553,H49553,M,62.0,757.0,No
49554,H49554,M,63.0,720.0,Yes
49555,H49555,F,44.0,341.0,No
49556,H49556,F,59.0,605.0,No
49557,H49557,M,56.0,549.0,No
49558,H49558,M,,,No
49559,H49559,F,56.0,526.0,Yes
49560,H49560,F,,551.0,No
49561,H49561,F,56.0,,No
49562,H49562,M,59.0,673.0,No
49563,H49563,M,59.0,662.0,Yes
49564,H49564,M,57.0,500.0,Yes
49565,H49565,M,,416.0,No
49566,H49566,F,,329.0,Yes
49567,H49567,M,,,No
49568,H49568,M,60.0,655.0,No
49569,H49569,M,65.0,804.0,Yes
49570,H49570,F,59.0,643.0,Yes
49571,H49571,F,64.0,898.0,No
49572,H49572,M,62.0,766.0,Yes
49573,H49573,F,43.0,302.0,No
49574,H49574,F,65.0,830.0,No
49575,H49575,F,60.0,614.0,No
49576,H49576,M,59.0,691.0,No
49577,H49577,F,53.0,,Yes
49578,H49578,M,,319.0,Yes
49579,H49579,F,58.0,614.0,Yes
49580,H49580,F,32.0,,Yes
49581,H49581,F,,,No
49582,H49582,M,64.0,808.0,No
49583,H49583,M,62.0,723.0,Yes
49584,H49584,F,,,Yes
49585,H49585,M,,954.0,No
49586,H49586,F,64.0,877.0,Yes
49587,H49587,F,60.0,615.0,No
49588,H49588,F,,,Yes
49589,H49589,M,,270.0,No
49590,H49590,M,,281.0,No
49591,H49591,M,,,No
49592,H49592,F,,,Yes
49593,H49593,M,,334.0,Yes
49594,H49594,M,,539.0,No
49595,H49595,F,33.0,259.0,No
49596,H49596,M,59.0,609.0,No
49597,H49597,M,64.0,895.0,No
49598,H49598,M,55.0,484.0,Yes
49599,H49599,F,,,No
49600,H49600,F,60.0,607.0,No
49601,H49601,M,,545.0,Yes
49602,H49602,F,,,Yes
49603,H49603,M,48.0,374.0,No
49604,H49604,M,42.0,271.0,Yes
49605,H49605,F,65.0,869.0,Yes
49606,H49606,F,36.0,234.0,No
49607,H49607,F,,748.0,No
49608,H49608,F,63.0,703.0,Yes
49609,H49609,F,,,Yes
49610,H49610,F,58.0,653.0,Yes
49611,H49611,F,45.0,330.0,Yes
49612,H49612,,64.0,848.0,Yes
49613,H49613,F,53.0,454.0,Yes
49614,H49614,M,,,No
49615,H49615,M,57.0,561.0,No
49616,H49616,F,71.0,,Yes
49617,H49617,M,35.0,,No
49618,H49618,M,,,No
49619,H49619,M,,426.0,Yes
49620,H49620,,,695.0,Yes
49621,H49621,M,50.0,409.0,No
49622,H49622,,46.0,358.0,No
49623,H49623,F,46.0,,No
49624,H49624,M,,,No
49625,H49625,M,42.0,278.0,No
49626,H49626,M,69.0,1077.0,No
49627,H49627,F,63.0,,Yes
49628,H49628,F,59.0,685.0,No
49629,H49629,F,51.0,,No
49630,H49630,,69.0,997.0,No
49631,H49631,F,,,Yes
49632,H49632,F,,1105.0,Yes
49633,H49633,F,69.0,,Yes
49634,H49634,M,,,No
49635,H49635,M,47.0,367.0,Yes
49636,H49636,M,,523.0,Yes
49637,H49637,M,,317.0,No
49638,H49638,M,,,Yes
49639,H49639,M,,,Yes
49640,H49640,M,60.0,635.0,Yes
49641,H49641,F,65.0,,No
49642,H49642,F,48.0,367.0,No
49643,H49643,F,65.0,,Yes
49644,H49644,F,,442.0,No
49645,H49645,M,71.0,1115.0,Yes
49646,H49646,M,59.0,681.0,Yes
49647,H49647,F,69.0,1008.0,No
49648,H49648,F,57.0,509.0,Yes
49649,H49649,F,49.0,395.0,No
49650,H49650,F,45.0,317.0,No
49651,H49651,F,,,Yes
49652,H49652,F,65.0,828.0,Yes
49653,H49653,M,58.0,673.0,Yes
49654,H49654,F,58.0,638.0,No
49655,H49655,M,,852.0,No
49656,H49656,F,,,No
49657,H49657,F,72.0,1187.0,Yes
49658,H49658,F,,,No
49659,H49659,,48.0,353.0,Yes
49660,H49660,,57.0,530.0,Yes
49661,H49661,F,65.0,,Yes
49662,H49662,M,60.0,679.0,Yes
49663,H49663,F,,638.0,Yes
49664,H49664,F,,,No
49665,H49665,,59.0,,No
49666,H49666,F,,625.0,Yes
49667,H49667,F,62.0,709.0,Yes
49668,H49668,F,55.0,467.0,Yes
49669,H49669,F,43.0,331.0,No
49670,H49670,M,60.0,647.0,No
49671,H49671,F,,628.0,No
49672,H49672,F,65.0,,No
49673,H49673,F,,485.0,No
49674,H49674,F,,,Yes
49675,H49675,F,,,Yes
49676,H49676,M,,,No
49677,H49677,F,62.0,780.0,Yes
49678,H49678,F,45.0,335.0,No
49679,H49679,M,,,No
49680,H49680,,48.0,,No
49681,H49681,F,47.0,385.0,Yes
49682,H49682,F,,844.0,Yes
49683,H49683,F,,891.0,No
49684,H49684,M,57.0,,No
49685,H49685,M,,1175.0,No
49686,H49686,F,45.0,,No
49687,H49687,M,65.0,873.0,Yes
49688,H49688,M,64.0,897.0,Yes
49689,H49689,M,51.0,,No
49690,H49690,F,,637.0,No
49691,H49691,F,60.0,628.0,No
49692,H49692,F,,698.0,No
49693,H49693,F,70.0,1120.0,Yes
49694,H49694,F,63.0,747.0,Yes
49695,H49695,F,,478.0,No
49696,H49696,F,57.0,518.0,Yes
49697,H49697,M,58.0,698.0,Yes
49698,H49698,F,,,Yes
49699,H49699,F,43.0,335.0,No
49700,H49700,M,,,Yes
49701,H49701,M,57.0,,
49702,H49702,M,57.0,,Yes
49703,H49703,F,68.0,1018.0,No
49704,H49704,M,56.0,,No
49705,H49705,F,,,No
49706,H49706,M,,882.0,No
49707,H49707,M,57.0,,Yes
49708,H49708,F,,708.0,Yes
49709,H49709,M,,510.0,
49710,H49710,F,,507.0,No
49711,H49711,M,56.0,552.0,No
49712,H49712,F,,827.0,No
49713,H49713,F,65.0,,Yes
49714,H49714,F,59.0,645.0,Yes
49715,H49715,M,58.0,,Yes
49716,H49716,,51.0,406.0,Yes
49717,H49717,F,,,
49718,H49718,F,50.0,431.0,No
49719,H49719,F,61.0,755.0,Yes
49720,H49720,F,,725.0,No
49721,H49721,F,36.0,235.0,Yes
49722,H49722,F,,,Yes
49723,H49723,F,64.0,854.0,No
49724,H49724,M,63.0,768.0,No
49725,H49725,F,67.0,946.0,No
49726,H49726,F,46.0,,Yes
49727,H49727,,49.0,364.0,Yes
49728,H49728,M,52.0,,Yes
49729,H49729,M,56.0,547.0,No
49730,H49730,M,71.0,1087.0,No
49731,H49731,M,52.0,,Yes
49732,H49732,F,65.0,865.0,No
49733,H49733,F,65.0,809.0,Yes
49734,H49734,F,62.0,,Yes
49735,H49735,F,,,Yes
49736,H49736,M,66.0,944.0,No
49737,H49737,,,311.0,Yes
49738,H49738,M,60.0,665.0,Yes
49739,H49739,F,64.0,823.0,Yes
49740,H49740,M,46.0,379.0,Yes
49741,H49741,M,52.0,,Yes
49742,H49742,M,44.0,,Yes
49743,H49743,M,57.0,,No
49744,H49744,F,57.0,542.0,Yes
49745,H49745,,59.0,695.0,Yes
49746,H49746,M,71.0,1132.0,Yes
49747,H49747,M,,,No
49748,H49748,F,64.0,856.0,Yes
49749,H49749,M,,,Yes
49750,H49750,M,,,Yes
49751,H49751,F,63.0,706.0,No
49752,H49752,F,53.0,,No
49753,H49753,M,,758.0,Yes
49754,H49754,M,,352.0,No
49755,H49755,M,,,Yes
49756,H49756,M,62.0,769.0,Yes
49757,H49757,F,69.0,,Yes
49758,H49758,M,,543.0,Yes
49759,H49759,F,57.0,572.0,Yes
49760,H49760,F,62.0,,Yes
49761,H49761,F,,756.0,Yes
49762,H49762,F,33.0,258.0,Yes
49763,H49763,F,64.0,,No
49764,H49764,F,59.0,638.0,Yes
49765,H49765,M,60.0,616.0,No
49766,H49766,F,,,Yes
49767,H49767,M,,861.0,Yes
49768,H49768,M,64.0,871.0,Yes
49769,H49769,F,33.0,245.0,No
49770,H49770,F,63.0,,No
49771,H49771,F,50.0,419.0,No
49772,H49772,M,,780.0,No
49773,H49773,F,47.0,,Yes
49774,H49774,F,47.0,382.0,Yes
49775,H49775,M,50.0,,Yes
49776,H49776,M,,845.0,Yes
49777,H49777,M,,862.0,Yes
49778,H49778,M,,,Yes
49779,H49779,F,61.0,757.0,No
49780,H49780,F,46.0,380.0,Yes
49781,H49781,M,32.0,,No
49782,H49782,F,,655.0,No
49783,H49783,M,,715.0,Yes
49784,H49784,M,64.0,,Yes
49785,H49785,M,59.0,624.0,Yes
49786,H49786,F,,496.0,No
49787,H49787,F,53.0,469.0,Yes
49788,H49788,F,67.0,907.0,No
49789,H49789,M,65.0,835.0,No
49790,H49790,F,61.0,741.0,No
49791,H49791,F,51.0,,No
49792,H49792,M,65.0,840.0,Yes
49793,H49793,F,41.0,289.0,Yes
49794,H49794,M,63.0,,No
49795,H49795,M,50.0,430.0,No
49796,H49796,M,61.0,748.0,No
49797,H49797,F,60.0,621.0,No
49798,H49798,,61.0,719.0,No
49799,H49799,F,65.0,,No
49800,H49800,F,55.0,,Yes
49801,H49801,F,71.0,1136.0,Yes
49802,H49802,M,44.0,320.0,No
49803,H49803,,71.0,1094.0,Yes
49804,H49804,M,43.0,345.0,Yes
49805,H49805,F,44.0,,Yes
49806,H49806,M,58.0,695.0,No
49807,H49807,,54.0,472.0,Yes
49808,H49808,F,,759.0,Yes
49809,H49809,M,43.0,333.0,No
49810,H49810,F,51.0,424.0,No
49811,H49811,F,,,No
49812,H49812,M,,,No
49813,H49813,F,,,No
49814,H49814,F,,882.0,No
49815,H49815,M,65.0,,
49816,H49816,F,,,Yes
49817,H49817,M,64.0,861.0,No
49818,H49818,F,,677.0,No
49819,H49819,M,,1193.0,No
49820,H49820,M,61.0,705.0,Yes
49821,H49821,F,,622.0,No
49822,H49822,M,51.0,,No
49823,H49823,M,,885.0,Yes
49824,H49824,M,,675.0,No
49825,H49825,M,,,Yes
49826,H49826,F,62.0,790.0,No
49827,H49827,M,,648.0,Yes
49828,H49828,F,,700.0,No
49829,H49829,M,52.0,405.0,No
49830,H49830,M,28.0,,No
49831,H49831,M,58.0,635.0,No
49832,H49832,F,,620.0,No
49833,H49833,F,56.0,531.0,No
49834,H49834,M,54.0,498.0,No
49835,H49835,F,57.0,517.0,No
49836,H49836,M,64.0,,No
49837,H49837,M,72.0,1161.0,No
49838,H49838,M,65.0,825.0,Yes
49839,H49839,M,,883.0,Yes
49840,H49840,F,,,No
49841,H49841,M,58.0,618.0,No
49842,H49842,M,,183.0,Yes
49843,H49843,F,57.0,,No
49844,H49844,M,,615.0,Yes
49845,H49845,M,35.0,,No
49846,H49846,M,,,Yes
49847,H49847,,,769.0,Yes
49848,H49848,F,40.0,300.0,Yes
49849,H49849,M,61.0,,Yes
49850,H49850,M,60.0,,Yes
49851,H49851,M,64.0,886.0,No
49852,H49852,M,71.0,1113.0,Yes
49853,H49853,M,45.0,339.0,Yes
49854,H49854,F,46.0,397.0,Yes
49855,H49855,M,37.0,220.0,Yes
49856,H49856,F,,236.0,No
49857,H49857,F,58.0,,Yes
49858,H49858,F,53.0,493.0,No
49859,H49859,,,,Yes
49860,H49860,M,69.0,1040.0,Yes
49861,H49861,F,50.0,,No
49862,H49862,F,63.0,757.0,No
49863,H49863,F,51.0,413.0,No
49864,H49864,F,,,No
49865,H49865,F,71.0,1127.0,Yes
49866,H49866,F,,420.0,No
49867,H49867,M,59.0,688.0,Yes
49868,H49868,M,,,No
49869,H49869,M,31.0,,Yes
49870,H49870,F,65.0,889.0,Yes
49871,H49871,M,,769.0,Yes
49872,H49872,M,,,No
49873,H49873,M,55.0,497.0,Yes
49874,H49874,F,46.0,372.0,Yes
49875,H49875,M,68.0,1070.0,No
49876,H49876,M,65.0,863.0,No
49877,H49877,M,29.0,,No
49878,H49878,M,51.0,412.0,Yes
49879,H49879,F,55.0,460.0,No
49880,H49880,M,52.0,436.0,No
49881,H49881,M,61.0,780.0,No
49882,H49882,M,,,No
49883,H49883,M,,237.0,No
49884,H49884,M,,,Yes
49885,H49885,F,29.0,193.0,Yes
49886,H49886,F,,235.0,Yes
49887,H49887,M,68.0,1076.0,Yes
49888,H49888,,58.0,,Yes
49889,H49889,M,,526.0,Yes
49890,H49890,M,60.0,692.0,Yes
49891,H49891,M,52.0,434.0,Yes
49892,H49892,F,,,Yes
49893,H49893,F,59.0,691.0,Yes
49894,H49894,,63.0,719.0,No
49895,H49895,F,,,No
49896,H49896,F,65.0,,Yes
49897,H49897,F,65.0,,Yes
49898,H49898,M,57.0,597.0,Yes
49899,H49899,F,,696.0,No
49900,H49900,M,57.0,511.0,Yes
49901,H49901,M,59.0,661.0,No
49902,H49902,M,64.0,882.0,Yes
49903,H49903,F,64.0,827.0,Yes
49904,H49904,F,,918.0,No
49905,H49905,M,49.0,399.0,No
49906,H49906,F,,,Yes
49907,H49907,M,64.0,891.0,No
49908,H49908,F,,437.0,Yes
49909,H49909,F,58.0,,Yes
49910,H49910,F,44.0,,No
49911,H49911,F,,520.0,No
49912,H49912,M,,371.0,Yes
49913,H49913,F,53.0,453.0,No
49914,H49914,F,,760.0,Yes
49915,H49915,M,,,Yes
49916,H49916,M,52.0,411.0,No
49917,H49917,F,60.0,,No
49918,H49918,M,46.0,350.0,Yes
49919,H49919,F,69.0,,Yes
49920,H49920,M,,890.0,Yes
49921,H49921,F,64.0,850.0,Yes
49922,H49922,M,43.0,319.0,No
49923,H49923,,52.0,424.0,No
49924,H49924,M,47.0,358.0,Yes
49925,H49925,M,61.0,783.0,Yes
49926,H49926,M,32.0,191.0,No
49927,H49927,F,67.0,,No
49928,H49928,F,53.0,489.0,Yes
49929,H49929,M,62.0,800.0,No
49930,H49930,M,,397.0,Yes
49931,H49931,F,33.0,240.0,Yes
49932,H49932,,57.0,530.0,No
49933,H49933,M,64.0,820.0,No
49934,H49934,M,65.0,851.0,No
49935,H49935,F,61.0,764.0,Yes
49936,H49936,M,,,Yes
49937,H49937,M,,940.0,Yes
49938,H49938,F,61.0,721.0,Yes
49939,H49939,M,,,No
