Serial no.,Horse id,Horse-Gender,Horse-Height,Horse-Weight,Racer-Horse
48707,H48707,M,50.0,462.0,Yes
48708,H48708,M,69.0,,No
48709,H48709,F,60.0,,Yes
48710,H48710,M,58.0,,No
48711,H48711,F,63.0,864.0,No
48712,H48712,M,42.0,,Yes
48713,H48713,F,59.0,598.0,Yes
48714,H48714,M,62.0,,No
48715,H48715,F,61.0,781.0,Yes
48716,H48716,M,55.0,,Yes
48717,H48717,M,69.0,1078.0,No
48718,H48718,M,58.0,,Yes
48719,H48719,M,,506.0,Yes
48720,H48720,M,60.0,,No
48721,H48721,M,64.0,,Yes
48722,H48722,M,64.0,801.0,Yes
48723,H48723,F,58.0,,Yes
48724,H48724,F,63.0,830.0,Yes
48725,H48725,F,,546.0,No
48726,H48726,M,,,Yes
48727,H48727,F,,327.0,No
48728,H48728,M,,842.0,Yes
48729,H48729,M,,,No
48730,H48730,,55.0,849.0,No
48731,H48731,F,58.0,,No
48732,H48732,M,62.0,807.0,No
48733,H48733,F,35.0,250.0,No
48734,H48734,M,,,Yes
48735,H48735,M,,634.0,Yes
48736,H48736,M,58.0,768.0,No
48737,H48737,M,,,Yes
48738,H48738,F,,,No
48739,H48739,F,61.0,585.0,No
48740,H48740,F,,730.0,Yes
48741,H48741,F,52.0,365.0,No
48742,H48742,F,,796.0,Yes
48743,H48743,M,51.0,417.0,No
48744,H48744,F,43.0,348.0,No
48745,H48745,M,,601.0,Yes
48746,H48746,F,53.0,,No
48747,H48747,F,59.0,,No
48748,H48748,M,56.0,584.0,Yes
48749,H48749,F,59.0,,No
48750,H48750,F,62.0,736.0,No
48751,H48751,M,54.0,,Yes
48752,H48752,M,47.0,341.0,No
48753,H48753,F,62.0,874.0,No
48754,H48754,F,50.0,,Yes
48755,H48755,F,42.0,325.0,No
48756,H48756,F,56.0,,No
48757,H48757,F,36.0,,No
48758,H48758,M,72.0,,No
48759,H48759,M,61.0,,Yes
48760,H48760,F,,720.0,
48761,H48761,M,,,No
48762,H48762,F,61.0,677.0,No
48763,H48763,M,,363.0,Yes
48764,H48764,M,68.0,1054.0,Yes
48765,H48765,F,64.0,696.0,Yes
48766,H48766,M,,728.0,No
48767,H48767,M,,252.0,No
48768,H48768,F,72.0,965.0,No
48769,H48769,F,,335.0,No
48770,H48770,F,56.0,,Yes
48771,H48771,F,57.0,822.0,Yes
48772,H48772,F,62.0,590.0,Yes
48773,H48773,F,,,No
48774,H48774,M,43.0,,No
48775,H48775,M,61.0,519.0,No
48776,H48776,F,60.0,,No
48777,H48777,M,62.0,719.0,No
48778,H48778,F,,,Yes
48779,H48779,M,60.0,,No
48780,H48780,M,,203.0,No
48781,H48781,M,59.0,,Yes
48782,H48782,M,,832.0,Yes
48783,H48783,M,48.0,328.0,Yes
48784,H48784,F,65.0,1165.0,Yes
48785,H48785,,47.0,398.0,No
48786,H48786,F,,489.0,No
48787,H48787,F,60.0,820.0,No
48788,H48788,F,63.0,,No
48789,H48789,F,,826.0,No
48790,H48790,M,,500.0,No
48791,H48791,F,,,Yes
48792,H48792,M,55.0,648.0,Yes
48793,H48793,F,,,No
48794,H48794,M,33.0,,Yes
48795,H48795,M,48.0,358.0,No
48796,H48796,F,,1083.0,No
48797,H48797,F,,829.0,Yes
48798,H48798,F,44.0,416.0,No
48799,H48799,F,62.0,628.0,No
48800,H48800,F,,884.0,Yes
48801,H48801,F,64.0,,Yes
48802,H48802,F,62.0,530.0,No
48803,H48803,M,55.0,,Yes
48804,H48804,F,,393.0,No
48805,H48805,F,,595.0,No
48806,H48806,F,55.0,722.0,Yes
48807,H48807,M,,261.0,No
48808,H48808,M,59.0,596.0,Yes
48809,H48809,M,,757.0,No
48810,H48810,F,60.0,,No
48811,H48811,M,55.0,,No
48812,H48812,M,65.0,,Yes
48813,H48813,F,,,No
48814,H48814,M,,,No
48815,H48815,M,57.0,811.0,No
48816,H48816,M,49.0,382.0,Yes
48817,H48817,F,54.0,481.0,Yes
48818,H48818,F,58.0,894.0,Yes
48819,H48819,,55.0,,No
48820,H48820,M,,860.0,Yes
48821,H48821,F,61.0,,No
48822,H48822,M,64.0,834.0,Yes
48823,H48823,M,,,Yes
48824,H48824,M,56.0,797.0,No
48825,H48825,F,63.0,,Yes
48826,H48826,M,,,No
48827,H48827,F,59.0,719.0,No
48828,H48828,F,61.0,,Yes
48829,H48829,F,65.0,1088.0,No
48830,H48830,F,64.0,629.0,Yes
48831,H48831,,53.0,,Yes
48832,H48832,F,54.0,455.0,Yes
48833,H48833,M,62.0,,No
48834,H48834,F,,847.0,No
48835,H48835,F,37.0,254.0,No
48836,H48836,M,,898.0,No
48837,H48837,F,44.0,308.0,Yes
48838,H48838,F,,717.0,Yes
48839,H48839,M,42.0,401.0,Yes
48840,H48840,F,,476.0,No
48841,H48841,F,,573.0,Yes
48842,H48842,F,56.0,,No
48843,H48843,M,61.0,783.0,Yes
48844,H48844,F,59.0,,No
48845,H48845,M,62.0,891.0,Yes
48846,H48846,F,32.0,,Yes
48847,H48847,F,,845.0,No
48848,H48848,M,62.0,,No
48849,H48849,F,55.0,561.0,Yes
48850,H48850,M,,,No
48851,H48851,M,63.0,740.0,No
48852,H48852,F,71.0,,No
48853,H48853,,62.0,870.0,No
48854,H48854,F,65.0,,Yes
48855,H48855,M,58.0,,No
48856,H48856,F,59.0,,Yes
48857,H48857,F,,787.0,No
48858,H48858,F,,,Yes
48859,H48859,M,,,No
48860,H48860,F,,,Yes
48861,H48861,F,57.0,762.0,Yes
48862,H48862,F,58.0,,Yes
48863,H48863,M,,833.0,Yes
48864,H48864,M,52.0,320.0,Yes
48865,H48865,F,55.0,,Yes
48866,H48866,,59.0,,Yes
48867,H48867,M,50.0,346.0,No
48868,H48868,M,59.0,502.0,No
48869,H48869,F,,403.0,Yes
48870,H48870,M,,643.0,Yes
48871,H48871,F,,738.0,No
48872,H48872,M,,739.0,No
48873,H48873,F,57.0,761.0,No
48874,H48874,F,71.0,,
48875,H48875,F,41.0,226.0,No
48876,H48876,F,55.0,552.0,Yes
48877,H48877,M,52.0,436.0,No
48878,H48878,F,64.0,645.0,Yes
48879,H48879,F,62.0,566.0,Yes
48880,H48880,F,,650.0,Yes
48881,H48881,F,62.0,,Yes
48882,H48882,F,,,Yes
48883,H48883,F,62.0,,Yes
48884,H48884,F,63.0,783.0,No
48885,H48885,F,60.0,587.0,No
48886,H48886,F,58.0,756.0,No
48887,H48887,M,58.0,703.0,No
48888,H48888,M,,894.0,No
48889,H48889,F,59.0,,Yes
48890,H48890,F,,973.0,Yes
48891,H48891,M,57.0,,Yes
48892,H48892,F,,334.0,No
48893,H48893,,,517.0,Yes
48894,H48894,F,55.0,,Yes
48895,H48895,F,60.0,,Yes
48896,H48896,M,49.0,469.0,Yes
48897,H48897,M,57.0,,No
48898,H48898,M,54.0,,Yes
48899,H48899,M,72.0,1169.0,Yes
48900,H48900,F,62.0,573.0,Yes
48901,H48901,F,54.0,453.0,
48902,H48902,F,47.0,366.0,Yes
48903,H48903,F,29.0,292.0,Yes
48904,H48904,,47.0,477.0,Yes
48905,H48905,M,61.0,555.0,No
48906,H48906,M,37.0,,Yes
48907,H48907,M,,,No
48908,H48908,F,,271.0,Yes
48909,H48909,F,56.0,837.0,Yes
48910,H48910,M,61.0,776.0,Yes
48911,H48911,F,,,Yes
48912,H48912,F,58.0,642.0,Yes
48913,H48913,F,43.0,458.0,No
48914,H48914,,63.0,506.0,No
48915,H48915,F,33.0,275.0,Yes
48916,H48916,F,56.0,529.0,Yes
48917,H48917,M,63.0,682.0,No
48918,H48918,M,49.0,375.0,Yes
48919,H48919,F,44.0,441.0,Yes
48920,H48920,F,43.0,,Yes
48921,H48921,,69.0,1184.0,No
48922,H48922,M,57.0,585.0,No
48923,H48923,M,50.0,409.0,Yes
48924,H48924,M,57.0,662.0,No
48925,H48925,F,,532.0,Yes
48926,H48926,F,,634.0,No
48927,H48927,F,,346.0,No
48928,H48928,M,,,No
48929,H48929,F,61.0,696.0,No
48930,H48930,M,,302.0,Yes
48931,H48931,M,55.0,,No
48932,H48932,M,68.0,1077.0,Yes
48933,H48933,M,60.0,,Yes
48934,H48934,,62.0,625.0,No
48935,H48935,F,28.0,,Yes
48936,H48936,F,,217.0,No
48937,H48937,F,,772.0,No
48938,H48938,M,64.0,749.0,Yes
48939,H48939,,46.0,,Yes
48940,H48940,F,,508.0,Yes
48941,H48941,M,62.0,,Yes
48942,H48942,F,49.0,428.0,Yes
48943,H48943,M,43.0,,No
48944,H48944,F,50.0,399.0,No
48945,H48945,M,40.0,,No
48946,H48946,F,71.0,,Yes
48947,H48947,F,,557.0,Yes
48948,H48948,F,55.0,,Yes
48949,H48949,M,,662.0,No
48950,H48950,,36.0,,No
48951,H48951,F,56.0,,Yes
48952,H48952,F,42.0,418.0,Yes
48953,H48953,M,57.0,859.0,No
48954,H48954,M,40.0,293.0,Yes
48955,H48955,F,62.0,554.0,Yes
48956,H48956,M,,284.0,No
48957,H48957,F,,,No
48958,H48958,M,63.0,,Yes
48959,H48959,F,,801.0,No
48960,H48960,F,56.0,697.0,No
48961,H48961,F,,735.0,No
48962,H48962,M,60.0,761.0,No
48963,H48963,M,,,Yes
48964,H48964,M,68.0,,No
48965,H48965,F,58.0,627.0,No
48966,H48966,M,,821.0,Yes
48967,H48967,F,,915.0,Yes
48968,H48968,F,60.0,805.0,Yes
48969,H48969,M,,727.0,Yes
48970,H48970,M,63.0,746.0,No
48971,H48971,M,,,Yes
48972,H48972,M,,,Yes
48973,H48973,M,,1156.0,No
48974,H48974,F,43.0,447.0,Yes
48975,H48975,M,59.0,579.0,No
48976,H48976,M,,529.0,No
48977,H48977,F,61.0,543.0,No
48978,H48978,M,67.0,1149.0,No
48979,H48979,M,,256.0,Yes
48980,H48980,M,72.0,,No
48981,H48981,M,58.0,612.0,No
48982,H48982,F,,,Yes
48983,H48983,M,55.0,616.0,Yes
48984,H48984,M,63.0,673.0,No
48985,H48985,,42.0,481.0,Yes
48986,H48986,,62.0,715.0,Yes
48987,H48987,M,59.0,677.0,Yes
48988,H48988,M,53.0,424.0,Yes
48989,H48989,M,49.0,,Yes
48990,H48990,M,64.0,728.0,Yes
48991,H48991,,50.0,357.0,No
48992,H48992,M,,531.0,No
48993,H48993,F,,388.0,No
48994,H48994,M,57.0,728.0,No
48995,H48995,M,60.0,,Yes
48996,H48996,M,47.0,,Yes
48997,H48997,F,,459.0,Yes
48998,H48998,,56.0,692.0,No
48999,H48999,M,56.0,611.0,No
49000,H49000,F,,,Yes
49001,H49001,F,55.0,,Yes
49002,H49002,F,58.0,771.0,Yes
49003,H49003,F,,,Yes
49004,H49004,F,63.0,798.0,Yes
49005,H49005,M,62.0,,Yes
49006,H49006,,61.0,586.0,No
49007,H49007,M,56.0,876.0,Yes
49008,H49008,F,62.0,654.0,Yes
49009,H49009,M,46.0,,Yes
49010,H49010,F,,500.0,No
49011,H49011,M,,,No
49012,H49012,F,57.0,765.0,Yes
49013,H49013,F,63.0,653.0,No
49014,H49014,F,49.0,432.0,Yes
49015,H49015,M,,342.0,Yes
49016,H49016,M,57.0,503.0,Yes
49017,H49017,F,63.0,,No
49018,H49018,M,59.0,,No
49019,H49019,F,60.0,885.0,No
49020,H49020,M,,,Yes
49021,H49021,M,34.0,,No
49022,H49022,F,60.0,680.0,Yes
49023,H49023,,50.0,398.0,No
49024,H49024,M,,575.0,No
49025,H49025,M,,,No
49026,H49026,M,63.0,,Yes
49027,H49027,F,62.0,609.0,No
49028,H49028,M,53.0,,No
49029,H49029,F,60.0,,No
49030,H49030,F,,,No
49031,H49031,M,48.0,345.0,No
49032,H49032,F,62.0,537.0,No
49033,H49033,F,32.0,,No
49034,H49034,M,,,Yes
49035,H49035,F,45.0,451.0,No
49036,H49036,M,,629.0,No
49037,H49037,M,59.0,626.0,Yes
49038,H49038,M,,,No
49039,H49039,M,54.0,,Yes
49040,H49040,F,64.0,887.0,Yes
49041,H49041,M,57.0,606.0,Yes
49042,H49042,M,58.0,889.0,No
49043,H49043,F,58.0,815.0,Yes
49044,H49044,M,,194.0,No
49045,H49045,M,59.0,,Yes
49046,H49046,M,53.0,352.0,Yes
49047,H49047,,,,No
49048,H49048,M,52.0,347.0,No
49049,H49049,F,63.0,,Yes
49050,H49050,M,45.0,,No
49051,H49051,F,50.0,438.0,No
49052,H49052,F,47.0,483.0,No
49053,H49053,M,56.0,,No
49054,H49054,M,,,Yes
49055,H49055,F,45.0,,No
49056,H49056,F,,237.0,No
49057,H49057,F,62.0,,Yes
49058,H49058,M,59.0,806.0,No
49059,H49059,M,64.0,,No
49060,H49060,F,,757.0,No
49061,H49061,M,61.0,,No
49062,H49062,F,59.0,650.0,No
49063,H49063,F,38.0,,Yes
49064,H49064,M,,731.0,Yes
49065,H49065,F,55.0,,No
49066,H49066,M,55.0,,Yes
49067,H49067,M,,,Yes
49068,H49068,F,44.0,433.0,No
49069,H49069,,44.0,,Yes
49070,H49070,M,53.0,301.0,Yes
49071,H49071,F,62.0,536.0,No
49072,H49072,M,57.0,716.0,Yes
49073,H49073,F,34.0,232.0,No
49074,H49074,F,49.0,447.0,No
49075,H49075,M,64.0,866.0,Yes
49076,H49076,F,58.0,666.0,Yes
49077,H49077,M,61.0,,No
49078,H49078,F,70.0,,No
49079,H49079,F,60.0,814.0,No
49080,H49080,M,60.0,,No
49081,H49081,F,,684.0,Yes
49082,H49082,M,64.0,,No
49083,H49083,F,44.0,480.0,No
49084,H49084,F,45.0,493.0,Yes
49085,H49085,M,,,No
49086,H49086,F,51.0,,Yes
49087,H49087,M,,228.0,Yes
49088,H49088,M,70.0,901.0,No
49089,H49089,M,61.0,551.0,No
49090,H49090,M,,687.0,Yes
49091,H49091,F,,349.0,No
49092,H49092,F,,,Yes
49093,H49093,M,60.0,878.0,Yes
49094,H49094,M,,,No
49095,H49095,,61.0,646.0,No
49096,H49096,M,49.0,421.0,Yes
49097,H49097,M,63.0,656.0,Yes
49098,H49098,,56.0,890.0,No
49099,H49099,M,,676.0,No
49100,H49100,M,61.0,,Yes
49101,H49101,F,60.0,695.0,Yes
49102,H49102,F,46.0,464.0,Yes
49103,H49103,M,31.0,242.0,Yes
49104,H49104,F,66.0,,Yes
49105,H49105,M,60.0,564.0,No
49106,H49106,F,64.0,,No
49107,H49107,F,44.0,432.0,Yes
49108,H49108,M,64.0,,No
49109,H49109,M,35.0,286.0,Yes
49110,H49110,F,62.0,,Yes
49111,H49111,F,50.0,,No
49112,H49112,F,56.0,,Yes
49113,H49113,F,59.0,,Yes
49114,H49114,F,49.0,369.0,Yes
49115,H49115,M,44.0,,No
49116,H49116,F,67.0,977.0,No
49117,H49117,F,59.0,,Yes
49118,H49118,F,56.0,791.0,No
49119,H49119,F,57.0,603.0,No
49120,H49120,F,,519.0,No
49121,H49121,F,56.0,772.0,No
49122,H49122,M,60.0,,No
49123,H49123,F,56.0,670.0,Yes
49124,H49124,F,,1134.0,
49125,H49125,M,61.0,660.0,Yes
49126,H49126,M,,,Yes
49127,H49127,F,57.0,737.0,No
49128,H49128,M,67.0,,Yes
49129,H49129,F,,,No
49130,H49130,F,63.0,509.0,Yes
49131,H49131,M,,187.0,No
49132,H49132,M,45.0,455.0,No
49133,H49133,M,,342.0,Yes
49134,H49134,F,,788.0,No
49135,H49135,M,55.0,,No
49136,H49136,M,,528.0,No
49137,H49137,F,,761.0,Yes
49138,H49138,F,,400.0,No
49139,H49139,,61.0,782.0,No
49140,H49140,M,55.0,736.0,Yes
49141,H49141,M,46.0,393.0,Yes
49142,H49142,M,45.0,395.0,No
49143,H49143,M,,,No
49144,H49144,F,,335.0,No
49145,H49145,M,38.0,,No
49146,H49146,,62.0,,Yes
49147,H49147,F,,323.0,Yes
49148,H49148,F,,458.0,Yes
49149,H49149,M,,,No
49150,H49150,M,34.0,208.0,Yes
49151,H49151,M,,209.0,No
49152,H49152,F,28.0,,Yes
49153,H49153,F,44.0,,Yes
49154,H49154,M,,724.0,No
49155,H49155,M,,,Yes
49156,H49156,M,63.0,,No
49157,H49157,M,,808.0,No
49158,H49158,,,,No
49159,H49159,M,31.0,,No
49160,H49160,M,44.0,397.0,Yes
49161,H49161,M,54.0,,Yes
49162,H49162,M,54.0,426.0,Yes
49163,H49163,M,28.0,189.0,No
49164,H49164,M,58.0,606.0,Yes
49165,H49165,F,66.0,,Yes
49166,H49166,M,,843.0,Yes
49167,H49167,F,56.0,,Yes
49168,H49168,F,51.0,319.0,No
49169,H49169,M,54.0,344.0,No
49170,H49170,M,44.0,391.0,Yes
49171,H49171,M,58.0,,No
49172,H49172,F,,1106.0,No
49173,H49173,F,,613.0,No
49174,H49174,M,50.0,,No
49175,H49175,F,56.0,,
49176,H49176,M,44.0,,Yes
49177,H49177,F,,,Yes
49178,H49178,M,38.0,,Yes
49179,H49179,M,,828.0,No
49180,H49180,M,57.0,843.0,No
49181,H49181,M,68.0,1177.0,Yes
49182,H49182,F,51.0,376.0,No
49183,H49183,M,,,No
49184,H49184,F,41.0,,Yes
49185,H49185,M,55.0,734.0,No
49186,H49186,F,46.0,,Yes
49187,H49187,M,,,No
49188,H49188,,60.0,,Yes
49189,H49189,F,59.0,533.0,Yes
49190,H49190,F,64.0,791.0,Yes
49191,H49191,F,43.0,,Yes
49192,H49192,M,33.0,228.0,Yes
49193,H49193,,55.0,,Yes
49194,H49194,F,31.0,,Yes
49195,H49195,,61.0,,No
49196,H49196,M,,,No
49197,H49197,F,51.0,,Yes
49198,H49198,M,63.0,,Yes
49199,H49199,M,33.0,,Yes
49200,H49200,M,45.0,324.0,Yes
49201,H49201,F,65.0,964.0,No
49202,H49202,F,62.0,817.0,No
49203,H49203,M,,721.0,No
49204,H49204,M,,778.0,Yes
49205,H49205,F,,,No
49206,H49206,M,64.0,,Yes
49207,H49207,F,,830.0,Yes
49208,H49208,M,62.0,761.0,No
49209,H49209,M,,926.0,No
49210,H49210,F,,710.0,Yes
49211,H49211,F,69.0,,No
49212,H49212,M,63.0,889.0,Yes
49213,H49213,F,50.0,470.0,No
49214,H49214,F,58.0,668.0,No
49215,H49215,M,,866.0,No
49216,H49216,F,56.0,843.0,Yes
49217,H49217,M,,,Yes
49218,H49218,F,62.0,,Yes
49219,H49219,F,,545.0,Yes
49220,H49220,M,60.0,560.0,Yes
49221,H49221,F,,291.0,Yes
49222,H49222,F,44.0,,No
49223,H49223,F,50.0,488.0,No
49224,H49224,F,48.0,352.0,No
49225,H49225,F,,1125.0,No
49226,H49226,M,42.0,495.0,Yes
49227,H49227,F,47.0,448.0,No
49228,H49228,M,,,Yes
49229,H49229,F,46.0,331.0,Yes
49230,H49230,F,52.0,,No
49231,H49231,,57.0,569.0,No
49232,H49232,F,,744.0,Yes
49233,H49233,M,55.0,,No
49234,H49234,M,70.0,,No
49235,H49235,F,58.0,858.0,Yes
49236,H49236,F,61.0,,No
49237,H49237,M,54.0,413.0,Yes
49238,H49238,M,54.0,,Yes
49239,H49239,F,69.0,1058.0,Yes
49240,H49240,M,,599.0,Yes
49241,H49241,F,42.0,396.0,No
49242,H49242,F,69.0,,Yes
49243,H49243,M,,219.0,Yes
49244,H49244,,56.0,718.0,Yes
49245,H49245,M,,,Yes
49246,H49246,F,64.0,,Yes
49247,H49247,M,65.0,903.0,Yes
49248,H49248,F,61.0,545.0,No
49249,H49249,M,53.0,,No
49250,H49250,F,,682.0,No
49251,H49251,M,,248.0,Yes
49252,H49252,M,45.0,347.0,Yes
49253,H49253,F,,,No
49254,H49254,,63.0,,Yes
49255,H49255,F,43.0,449.0,Yes
49256,H49256,M,,,Yes
49257,H49257,M,50.0,376.0,No
49258,H49258,,37.0,257.0,Yes
49259,H49259,F,,,Yes
49260,H49260,M,61.0,685.0,No
49261,H49261,F,62.0,,No
49262,H49262,M,31.0,257.0,No
49263,H49263,F,58.0,,No
49264,H49264,F,,,Yes
49265,H49265,M,60.0,562.0,No
49266,H49266,M,31.0,,Yes
49267,H49267,F,61.0,646.0,
49268,H49268,M,,,Yes
49269,H49269,F,59.0,765.0,No
49270,H49270,,,,No
49271,H49271,M,38.0,,Yes
49272,H49272,M,59.0,,No
49273,H49273,M,64.0,600.0,No
49274,H49274,F,57.0,,Yes
49275,H49275,M,49.0,,No
49276,H49276,F,60.0,822.0,Yes
49277,H49277,F,57.0,,No
49278,H49278,F,55.0,622.0,Yes
49279,H49279,F,36.0,,No
49280,H49280,M,65.0,962.0,No
49281,H49281,M,55.0,756.0,Yes
49282,H49282,F,,589.0,No
49283,H49283,F,62.0,608.0,Yes
49284,H49284,M,,558.0,No
49285,H49285,F,,854.0,No
49286,H49286,F,,787.0,Yes
49287,H49287,M,,,No
49288,H49288,F,,,Yes
49289,H49289,M,55.0,683.0,Yes
49290,H49290,M,56.0,624.0,Yes
49291,H49291,M,,377.0,Yes
49292,H49292,M,56.0,,No
49293,H49293,M,36.0,187.0,No
49294,H49294,F,55.0,604.0,Yes
49295,H49295,F,,,No
49296,H49296,M,69.0,,Yes
49297,H49297,M,33.0,,Yes
49298,H49298,,46.0,,No
49299,H49299,F,59.0,795.0,No
49300,H49300,F,,,No
49301,H49301,F,61.0,,Yes
49302,H49302,M,54.0,426.0,Yes
49303,H49303,M,53.0,,No
49304,H49304,F,,885.0,Yes
49305,H49305,F,71.0,,No
49306,H49306,M,,348.0,No
49307,H49307,F,61.0,,Yes
49308,H49308,F,60.0,575.0,Yes
49309,H49309,M,64.0,,No
49310,H49310,F,51.0,387.0,Yes
49311,H49311,M,60.0,,Yes
49312,H49312,M,,785.0,Yes
49313,H49313,F,,,Yes
49314,H49314,F,47.0,483.0,Yes
49315,H49315,F,43.0,445.0,No
49316,H49316,F,,592.0,Yes
49317,H49317,,,,Yes
49318,H49318,F,58.0,589.0,Yes
49319,H49319,F,63.0,698.0,No
49320,H49320,M,64.0,711.0,No
49321,H49321,M,48.0,306.0,No
49322,H49322,M,53.0,461.0,No
49323,H49323,M,64.0,565.0,Yes
49324,H49324,M,60.0,,Yes
49325,H49325,M,46.0,384.0,No
49326,H49326,F,56.0,718.0,Yes
49327,H49327,F,,343.0,Yes
49328,H49328,F,,,No
49329,H49329,F,58.0,,Yes
49330,H49330,F,45.0,,No
49331,H49331,,29.0,228.0,Yes
49332,H49332,F,,,Yes
49333,H49333,M,66.0,,Yes
49334,H49334,F,,,No
49335,H49335,F,,,Yes
49336,H49336,M,64.0,,No
49337,H49337,F,59.0,751.0,No
49338,H49338,F,56.0,,Yes
49339,H49339,F,,,No
49340,H49340,F,,524.0,No
49341,H49341,,,629.0,Yes
49342,H49342,F,,416.0,Yes
49343,H49343,F,50.0,361.0,No
49344,H49344,F,64.0,573.0,Yes
49345,H49345,,52.0,,Yes
49346,H49346,M,58.0,509.0,Yes
49347,H49347,M,56.0,663.0,No
49348,H49348,M,58.0,780.0,No
49349,H49349,M,60.0,835.0,Yes
49350,H49350,M,50.0,,No
49351,H49351,M,57.0,,Yes
49352,H49352,M,58.0,709.0,No
49353,H49353,M,,,Yes
49354,H49354,M,67.0,1109.0,No
49355,H49355,F,,411.0,Yes
49356,H49356,F,54.0,384.0,No
49357,H49357,M,57.0,,Yes
49358,H49358,F,61.0,506.0,No
49359,H49359,M,58.0,,No
49360,H49360,F,63.0,877.0,Yes
49361,H49361,F,49.0,491.0,Yes
49362,H49362,F,60.0,765.0,No
49363,H49363,F,56.0,773.0,No
49364,H49364,F,34.0,296.0,Yes
49365,H49365,M,,,Yes
49366,H49366,M,64.0,774.0,
49367,H49367,F,64.0,690.0,Yes
49368,H49368,F,,588.0,Yes
49369,H49369,F,31.0,197.0,No
49370,H49370,F,54.0,323.0,Yes
49371,H49371,F,32.0,,No
49372,H49372,M,69.0,1088.0,No
49373,H49373,F,,,Yes
49374,H49374,F,43.0,,Yes
49375,H49375,F,57.0,673.0,No
49376,H49376,M,,339.0,No
49377,H49377,F,,698.0,No
49378,H49378,F,62.0,,Yes
49379,H49379,M,60.0,,Yes
49380,H49380,F,,798.0,Yes
49381,H49381,M,57.0,,No
49382,H49382,M,47.0,396.0,No
49383,H49383,,55.0,845.0,Yes
49384,H49384,F,59.0,605.0,Yes
49385,H49385,M,51.0,376.0,No
49386,H49386,F,,,Yes
49387,H49387,M,43.0,476.0,
49388,H49388,F,53.0,393.0,Yes
49389,H49389,M,,495.0,No
49390,H49390,F,52.0,,No
49391,H49391,M,54.0,307.0,Yes
49392,H49392,F,,313.0,No
49393,H49393,F,60.0,,No
49394,H49394,M,51.0,,No
49395,H49395,M,56.0,,No
49396,H49396,F,55.0,568.0,Yes
49397,H49397,F,49.0,,Yes
49398,H49398,F,60.0,888.0,No
49399,H49399,M,61.0,,Yes
49400,H49400,M,42.0,406.0,Yes
49401,H49401,F,70.0,1117.0,Yes
49402,H49402,M,65.0,,Yes
49403,H49403,F,,,No
49404,H49404,F,62.0,873.0,No
49405,H49405,F,66.0,,Yes
49406,H49406,F,50.0,,No
49407,H49407,F,56.0,,No
49408,H49408,F,61.0,656.0,No
49409,H49409,F,,557.0,No
49410,H49410,F,57.0,,Yes
49411,H49411,,56.0,761.0,Yes
49412,H49412,M,,354.0,Yes
49413,H49413,M,43.0,416.0,Yes
49414,H49414,F,71.0,1113.0,No
49415,H49415,F,,1194.0,Yes
49416,H49416,M,68.0,967.0,No
49417,H49417,M,52.0,328.0,Yes
49418,H49418,M,64.0,524.0,Yes
49419,H49419,M,,584.0,Yes
49420,H49420,M,63.0,637.0,No
49421,H49421,M,,756.0,No
49422,H49422,F,,,Yes
49423,H49423,M,63.0,,Yes
49424,H49424,M,56.0,,No
49425,H49425,F,28.0,239.0,Yes
49426,H49426,,47.0,395.0,Yes
49427,H49427,M,,893.0,No
49428,H49428,M,59.0,708.0,No
49429,H49429,M,41.0,,Yes
49430,H49430,M,,674.0,Yes
49431,H49431,M,35.0,225.0,No
49432,H49432,M,,302.0,Yes
49433,H49433,M,63.0,885.0,No
49434,H49434,F,56.0,756.0,Yes
49435,H49435,F,51.0,481.0,No
49436,H49436,F,61.0,,Yes
49437,H49437,M,58.0,603.0,Yes
49438,H49438,F,28.0,,No
49439,H49439,F,33.0,,No
49440,H49440,M,56.0,,Yes
49441,H49441,,,664.0,No
49442,H49442,M,44.0,,Yes
49443,H49443,F,42.0,464.0,No
49444,H49444,F,58.0,594.0,No
49445,H49445,F,63.0,774.0,No
49446,H49446,F,,732.0,Yes
49447,H49447,M,34.0,289.0,No
49448,H49448,M,59.0,,No
49449,H49449,F,57.0,601.0,Yes
49450,H49450,M,62.0,745.0,Yes
49451,H49451,,62.0,,Yes
49452,H49452,M,60.0,884.0,No
49453,H49453,M,42.0,,No
49454,H49454,,38.0,,No
49455,H49455,F,57.0,726.0,
49456,H49456,F,,337.0,Yes
49457,H49457,M,43.0,,No
49458,H49458,F,54.0,476.0,Yes
49459,H49459,F,62.0,613.0,Yes
49460,H49460,F,,535.0,No
49461,H49461,M,55.0,822.0,Yes
49462,H49462,F,60.0,819.0,No
49463,H49463,M,45.0,,No
49464,H49464,M,,405.0,Yes
49465,H49465,F,,632.0,Yes
49466,H49466,M,62.0,611.0,Yes
49467,H49467,F,,,Yes
49468,H49468,M,,,No
49469,H49469,M,,,Yes
49470,H49470,M,55.0,,No
49471,H49471,F,71.0,961.0,Yes
49472,H49472,F,59.0,694.0,Yes
49473,H49473,M,62.0,650.0,No
49474,H49474,M,59.0,519.0,Yes
49475,H49475,M,36.0,199.0,No
49476,H49476,F,31.0,276.0,Yes
49477,H49477,M,63.0,695.0,No
49478,H49478,M,,487.0,Yes
49479,H49479,F,,957.0,Yes
49480,H49480,M,63.0,,Yes
49481,H49481,M,32.0,224.0,Yes
49482,H49482,F,43.0,452.0,Yes
49483,H49483,F,68.0,1149.0,No
