,Serial no.,Horse id,Horse-Gender,Horse-Height,Horse-Weight,Racer-Horse
58905,58906,H58906,F,55.812658936611996,606.585796607797,No
58906,58907,H58907,M,49.0,389.0,No
58907,58908,H58908,F,58.0,668.0,No
58908,58909,H58909,M,31.0,606.585796607797,Yes
58909,58910,H58910,F,60.0,606.585796607797,No
58910,58911,H58911,M,55.812658936611996,694.0,Yes
58911,58912,H58912,M,45.0,307.0,Yes
58912,58913,H58913,F,59.0,691.0,Yes
58913,58914,H58914,F,72.0,1161.0,Yes
58914,58915,H58915,M,37.0,238.0,Yes
58915,58916,H58916,F,63.0,606.585796607797,Yes
58916,58917,H58917,F,55.812658936611996,625.0,No
58917,58918,H58918,M,55.812658936611996,606.585796607797,No
58918,58919,H58919,M,62.0,606.585796607797,No
58919,58920,H58920,M,55.812658936611996,606.585796607797,Yes
58920,58921,H58921,M,66.0,606.585796607797,Yes
58921,58922,H58922,F,47.0,371.0,Yes
58922,58923,H58923,M,65.0,818.0,Yes
58923,58924,H58924,F,57.0,510.0,Yes
58925,58926,H58926,M,67.0,903.0,No
58926,58927,H58927,F,55.812658936611996,568.0,Yes
58927,58928,H58928,M,55.812658936611996,528.0,Yes
58928,58929,H58929,F,55.812658936611996,539.0,Yes
58929,58930,H58930,F,67.0,906.0,No
58930,58931,H58931,F,56.0,591.0,No
58931,58932,H58932,M,55.812658936611996,711.0,No
58932,58933,H58933,F,62.0,728.0,No
58933,58934,H58934,M,55.0,498.0,No
58934,58935,H58935,F,56.0,515.0,No
58935,58936,H58936,F,69.0,606.585796607797,Yes
58936,58937,H58937,F,55.812658936611996,606.585796607797,Yes
58937,58938,H58938,F,55.812658936611996,606.585796607797,No
58938,58939,H58939,F,63.0,777.0,Yes
58939,58940,H58940,M,55.812658936611996,606.585796607797,No
58940,58941,H58941,F,64.0,606.585796607797,Yes
58941,58942,H58942,M,71.0,606.585796607797,No
58943,58944,H58944,M,55.812658936611996,278.0,No
58944,58945,H58945,F,47.0,387.0,No
58945,58946,H58946,F,55.812658936611996,606.585796607797,Yes
58946,58947,H58947,M,55.812658936611996,606.585796607797,No
58947,58948,H58948,M,55.812658936611996,606.585796607797,Yes
58948,58949,H58949,M,55.812658936611996,606.585796607797,Yes
58949,58950,H58950,F,55.812658936611996,525.0,Yes
58950,58951,H58951,M,64.0,845.0,Yes
58952,58953,H58953,M,55.0,493.0,No
58953,58954,H58954,M,45.0,307.0,Yes
58954,58955,H58955,M,62.0,606.585796607797,Yes
58955,58956,H58956,M,64.0,803.0,Yes
58956,58957,H58957,M,63.0,606.585796607797,No
58957,58958,H58958,M,61.0,752.0,No
58958,58959,H58959,F,34.0,606.585796607797,Yes
58959,58960,H58960,M,65.0,847.0,No
58960,58961,H58961,F,61.0,606.585796607797,No
58961,58962,H58962,M,55.812658936611996,640.0,Yes
58962,58963,H58963,M,40.0,269.0,No
58963,58964,H58964,F,44.0,306.0,Yes
58964,58965,H58965,M,55.812658936611996,606.585796607797,Yes
58965,58966,H58966,M,55.812658936611996,606.585796607797,No
58966,58967,H58967,M,62.0,775.0,Yes
58967,58968,H58968,F,52.0,434.0,No
58968,58969,H58969,F,55.812658936611996,606.585796607797,No
58969,58970,H58970,F,46.0,394.0,No
58970,58971,H58971,M,55.812658936611996,606.585796607797,No
58971,58972,H58972,M,67.0,936.0,No
58972,58973,H58973,M,55.812658936611996,606.585796607797,No
58973,58974,H58974,M,55.812658936611996,661.0,No
58974,58975,H58975,F,55.812658936611996,619.0,No
58975,58976,H58976,M,51.0,606.585796607797,Yes
58976,58977,H58977,M,55.812658936611996,606.585796607797,Yes
58977,58978,H58978,M,31.0,606.585796607797,Yes
58978,58979,H58979,F,55.812658936611996,220.0,No
58979,58980,H58980,F,55.812658936611996,606.585796607797,No
58980,58981,H58981,M,40.0,606.585796607797,No
58981,58982,H58982,F,43.0,306.0,Yes
58982,58983,H58983,F,56.0,606.585796607797,No
58984,58985,H58985,F,55.812658936611996,606.585796607797,No
58985,58986,H58986,F,50.0,606.585796607797,Yes
58986,58987,H58987,F,55.812658936611996,606.585796607797,No
58987,58988,H58988,F,55.812658936611996,606.585796607797,No
58988,58989,H58989,M,55.812658936611996,1162.0,Yes
58990,58991,H58991,M,72.0,1197.0,Yes
58991,58992,H58992,F,62.0,737.0,No
58992,58993,H58993,F,55.812658936611996,1036.0,No
58993,58994,H58994,M,63.0,713.0,Yes
58994,58995,H58995,F,63.0,800.0,Yes
58995,58996,H58996,F,63.0,606.585796607797,No
58996,58997,H58997,M,38.0,232.0,Yes
58997,58998,H58998,F,55.812658936611996,621.0,No
58998,58999,H58999,M,55.812658936611996,616.0,No
58999,59000,H59000,F,55.812658936611996,606.585796607797,Yes
59000,59001,H59001,F,53.0,477.0,No
59001,59002,H59002,F,48.0,378.0,Yes
59002,59003,H59003,M,46.0,372.0,No
59003,59004,H59004,M,60.0,668.0,No
59004,59005,H59005,M,55.812658936611996,180.0,Yes
59006,59007,H59007,F,56.0,606.585796607797,Yes
59007,59008,H59008,F,55.812658936611996,606.585796607797,No
59008,59009,H59009,F,55.812658936611996,729.0,No
59009,59010,H59010,M,65.0,805.0,Yes
59010,59011,H59011,M,55.0,606.585796607797,Yes
59011,59012,H59012,M,55.812658936611996,858.0,No
59012,59013,H59013,F,55.812658936611996,606.585796607797,No
59013,59014,H59014,F,65.0,606.585796607797,Yes
59014,59015,H59015,F,55.812658936611996,473.0,No
59015,59016,H59016,M,30.0,202.0,No
59016,59017,H59017,M,66.0,915.0,No
59017,59018,H59018,M,55.812658936611996,1137.0,Yes
59018,59019,H59019,M,35.0,249.0,Yes
59019,59020,H59020,M,52.0,443.0,No
59020,59021,H59021,M,53.0,495.0,No
59021,59022,H59022,F,55.812658936611996,1147.0,Yes
59022,59023,H59023,M,55.812658936611996,700.0,No
59023,59024,H59024,F,65.0,606.585796607797,No
59024,59025,H59025,F,55.812658936611996,606.585796607797,No
59025,59026,H59026,M,62.0,606.585796607797,Yes
59027,59028,H59028,M,46.0,606.585796607797,No
59028,59029,H59029,M,55.812658936611996,433.0,No
59029,59030,H59030,M,70.0,606.585796607797,Yes
59030,59031,H59031,F,55.812658936611996,606.585796607797,No
59031,59032,H59032,F,58.0,644.0,Yes
59032,59033,H59033,F,55.812658936611996,655.0,No
59033,59034,H59034,M,55.812658936611996,606.585796607797,No
59034,59035,H59035,M,62.0,756.0,No
59035,59036,H59036,M,44.0,320.0,Yes
59036,59037,H59037,F,55.812658936611996,606.585796607797,Yes
59037,59038,H59038,F,69.0,991.0,Yes
59038,59039,H59039,M,55.812658936611996,583.0,No
59040,59041,H59041,F,64.0,606.585796607797,No
59041,59042,H59042,M,58.0,668.0,No
59042,59043,H59043,F,55.812658936611996,204.0,No
59043,59044,H59044,M,55.812658936611996,606.585796607797,No
59044,59045,H59045,F,55.812658936611996,420.0,Yes
59045,59046,H59046,M,55.812658936611996,606.585796607797,Yes
59046,59047,H59047,F,54.0,478.0,No
59047,59048,H59048,M,48.0,367.0,No
59048,59049,H59049,M,70.0,1138.0,Yes
59049,59050,H59050,F,55.812658936611996,606.585796607797,No
59050,59051,H59051,M,63.0,702.0,Yes
59051,59052,H59052,F,63.0,701.0,Yes
59052,59053,H59053,F,33.0,239.0,No
59053,59054,H59054,F,54.0,606.585796607797,Yes
59054,59055,H59055,F,34.0,606.585796607797,Yes
59055,59056,H59056,F,57.0,606.585796607797,Yes
59056,59057,H59057,M,46.0,606.585796607797,No
59057,59058,H59058,F,55.812658936611996,606.585796607797,No
59058,59059,H59059,F,62.0,757.0,Yes
59059,59060,H59060,F,61.0,777.0,No
59060,59061,H59061,M,60.0,604.0,No
59061,59062,H59062,M,60.0,646.0,No
59062,59063,H59063,F,57.0,566.0,No
59063,59064,H59064,M,57.0,606.585796607797,Yes
59064,59065,H59065,F,55.0,606.585796607797,No
59065,59066,H59066,M,55.812658936611996,741.0,Yes
59066,59067,H59067,F,46.0,383.0,Yes
59067,59068,H59068,F,55.812658936611996,606.585796607797,No
59068,59069,H59069,M,55.812658936611996,606.585796607797,No
59069,59070,H59070,M,55.812658936611996,432.0,Yes
59070,59071,H59071,F,55.812658936611996,394.0,No
59071,59072,H59072,M,55.812658936611996,606.585796607797,No
59072,59073,H59073,M,64.0,805.0,No
59074,59075,H59075,F,55.812658936611996,606.585796607797,No
59075,59076,H59076,M,68.0,1036.0,No
59076,59077,H59077,M,44.0,606.585796607797,Yes
59077,59078,H59078,M,50.0,442.0,No
59078,59079,H59079,F,55.812658936611996,444.0,Yes
59079,59080,H59080,F,55.812658936611996,792.0,No
59080,59081,H59081,M,56.0,532.0,Yes
59081,59082,H59082,F,63.0,711.0,No
59082,59083,H59083,F,56.0,606.585796607797,No
59083,59084,H59084,F,55.812658936611996,606.585796607797,Yes
59084,59085,H59085,M,36.0,231.0,No
59085,59086,H59086,F,55.812658936611996,255.0,Yes
59086,59087,H59087,F,59.0,606.585796607797,No
59087,59088,H59088,F,49.0,394.0,No
59088,59089,H59089,M,55.812658936611996,427.0,No
59089,59090,H59090,F,55.812658936611996,606.585796607797,Yes
59090,59091,H59091,F,35.0,253.0,Yes
59091,59092,H59092,F,60.0,607.0,Yes
59092,59093,H59093,F,52.0,444.0,Yes
59093,59094,H59094,F,44.0,606.585796607797,Yes
59094,59095,H59095,M,55.812658936611996,676.0,Yes
59095,59096,H59096,F,63.0,606.585796607797,Yes
59096,59097,H59097,M,55.812658936611996,606.585796607797,No
59097,59098,H59098,M,55.812658936611996,884.0,No
59098,59099,H59099,M,55.812658936611996,804.0,No
59099,59100,H59100,M,55.812658936611996,657.0,Yes
59100,59101,H59101,M,55.812658936611996,409.0,No
59101,59102,H59102,M,64.0,834.0,Yes
59102,59103,H59103,F,43.0,336.0,Yes
59103,59104,H59104,M,68.0,976.0,Yes
59104,59105,H59105,F,65.0,868.0,No
59105,59106,H59106,M,64.0,863.0,Yes
59106,59107,H59107,F,60.0,606.585796607797,Yes
59107,59108,H59108,F,51.0,440.0,No
59108,59109,H59109,F,63.0,726.0,Yes
59110,59111,H59111,M,64.0,606.585796607797,Yes
59111,59112,H59112,F,44.0,347.0,Yes
59112,59113,H59113,F,33.0,259.0,No
59113,59114,H59114,F,55.812658936611996,606.585796607797,Yes
59114,59115,H59115,F,55.812658936611996,606.585796607797,Yes
59115,59116,H59116,F,55.0,606.585796607797,Yes
59116,59117,H59117,F,55.812658936611996,736.0,No
59117,59118,H59118,M,48.0,395.0,No
59118,59119,H59119,F,56.0,598.0,No
59119,59120,H59120,F,55.812658936611996,727.0,Yes
59120,59121,H59121,F,56.0,570.0,No
59121,59122,H59122,M,49.0,399.0,Yes
59122,59123,H59123,F,55.812658936611996,1087.0,Yes
59123,59124,H59124,F,55.812658936611996,299.0,No
59124,59125,H59125,M,63.0,759.0,Yes
59125,59126,H59126,F,55.812658936611996,606.585796607797,Yes
59126,59127,H59127,M,62.0,787.0,Yes
59127,59128,H59128,F,64.0,884.0,Yes
59128,59129,H59129,F,56.0,550.0,No
59129,59130,H59130,F,55.812658936611996,463.0,Yes
59130,59131,H59131,M,67.0,911.0,No
59131,59132,H59132,M,44.0,310.0,Yes
59132,59133,H59133,F,55.812658936611996,479.0,No
59133,59134,H59134,M,55.812658936611996,831.0,Yes
59134,59135,H59135,M,47.0,397.0,Yes
59136,59137,H59137,F,46.0,606.585796607797,No
59137,59138,H59138,F,55.812658936611996,707.0,Yes
59138,59139,H59139,M,65.0,868.0,Yes
59140,59141,H59141,F,55.812658936611996,606.585796607797,No
59141,59142,H59142,M,60.0,684.0,No
59142,59143,H59143,M,48.0,606.585796607797,No
59143,59144,H59144,M,33.0,606.585796607797,No
59144,59145,H59145,F,65.0,606.585796607797,No
59145,59146,H59146,F,61.0,792.0,No
59146,59147,H59147,F,55.812658936611996,755.0,No
59147,59148,H59148,M,55.812658936611996,606.585796607797,Yes
59149,59150,H59150,M,55.812658936611996,813.0,Yes
59151,59152,H59152,F,61.0,606.585796607797,Yes
59152,59153,H59153,F,55.812658936611996,606.585796607797,Yes
59153,59154,H59154,F,55.0,463.0,No
59154,59155,H59155,M,55.812658936611996,232.0,Yes
59155,59156,H59156,F,55.812658936611996,491.0,No
59156,59157,H59157,F,63.0,734.0,Yes
59157,59158,H59158,F,47.0,372.0,No
59158,59159,H59159,F,66.0,910.0,Yes
59159,59160,H59160,F,55.812658936611996,612.0,No
59160,59161,H59161,F,55.812658936611996,699.0,Yes
59161,59162,H59162,M,55.812658936611996,606.585796607797,Yes
59162,59163,H59163,F,51.0,433.0,No
59163,59164,H59164,M,55.812658936611996,606.585796607797,No
59164,59165,H59165,M,61.0,606.585796607797,Yes
59165,59166,H59166,F,66.0,948.0,No
59166,59167,H59167,F,55.812658936611996,352.0,Yes
59167,59168,H59168,F,52.0,606.585796607797,Yes
59168,59169,H59169,F,55.812658936611996,606.585796607797,No
59169,59170,H59170,M,64.0,899.0,Yes
59170,59171,H59171,F,67.0,929.0,No
59171,59172,H59172,M,60.0,658.0,No
59172,59173,H59173,F,55.812658936611996,606.585796607797,Yes
59173,59174,H59174,M,61.0,761.0,Yes
59174,59175,H59175,F,44.0,314.0,No
59175,59176,H59176,M,58.0,616.0,No
59176,59177,H59177,F,66.0,949.0,Yes
59177,59178,H59178,M,52.0,409.0,Yes
59178,59179,H59179,M,64.0,606.585796607797,No
59179,59180,H59180,F,68.0,606.585796607797,Yes
59180,59181,H59181,M,58.0,615.0,No
59181,59182,H59182,F,34.0,258.0,Yes
59183,59184,H59184,F,63.0,727.0,Yes
59184,59185,H59185,F,54.0,500.0,No
59185,59186,H59186,M,60.0,612.0,No
59186,59187,H59187,M,55.812658936611996,404.0,No
59187,59188,H59188,M,48.0,367.0,Yes
59188,59189,H59189,M,68.0,606.585796607797,Yes
59189,59190,H59190,M,41.0,279.0,No
59190,59191,H59191,M,55.812658936611996,662.0,Yes
59191,59192,H59192,M,58.0,606.585796607797,Yes
59192,59193,H59193,F,63.0,714.0,No
59193,59194,H59194,F,40.0,299.0,Yes
59194,59195,H59195,F,58.0,664.0,No
59195,59196,H59196,F,63.0,752.0,Yes
59196,59197,H59197,M,67.0,606.585796607797,No
59197,59198,H59198,F,62.0,717.0,No
59198,59199,H59199,F,55.812658936611996,606.585796607797,No
59199,59200,H59200,M,55.812658936611996,893.0,Yes
59200,59201,H59201,F,52.0,441.0,Yes
59201,59202,H59202,F,58.0,606.585796607797,Yes
59202,59203,H59203,F,52.0,445.0,Yes
59203,59204,H59204,F,54.0,483.0,No
59204,59205,H59205,M,55.812658936611996,661.0,No
59205,59206,H59206,F,61.0,767.0,Yes
59206,59207,H59207,M,55.812658936611996,606.585796607797,Yes
59207,59208,H59208,M,67.0,939.0,Yes
59208,59209,H59209,F,55.812658936611996,606.585796607797,Yes
59209,59210,H59210,M,59.0,650.0,Yes
59210,59211,H59211,M,54.0,458.0,No
59211,59212,H59212,M,53.0,606.585796607797,Yes
59212,59213,H59213,F,68.0,1073.0,Yes
59213,59214,H59214,M,55.812658936611996,506.0,No
59214,59215,H59215,M,53.0,606.585796607797,No
59215,59216,H59216,M,55.812658936611996,459.0,Yes
59216,59217,H59217,F,60.0,612.0,No
59217,59218,H59218,F,47.0,362.0,No
59218,59219,H59219,F,55.812658936611996,700.0,No
59219,59220,H59220,F,55.812658936611996,606.585796607797,Yes
59221,59222,H59222,F,55.812658936611996,240.0,Yes
59222,59223,H59223,F,52.0,606.585796607797,No
59224,59225,H59225,M,42.0,268.0,Yes
59225,59226,H59226,F,55.812658936611996,606.585796607797,No
59226,59227,H59227,M,63.0,794.0,No
59227,59228,H59228,M,55.812658936611996,744.0,No
59228,59229,H59229,F,55.812658936611996,606.585796607797,No
59229,59230,H59230,M,56.0,546.0,Yes
59230,59231,H59231,F,55.812658936611996,868.0,No
59231,59232,H59232,M,52.0,606.585796607797,No
59232,59233,H59233,F,52.0,439.0,Yes
59233,59234,H59234,M,55.812658936611996,606.585796607797,No
59234,59235,H59235,F,57.0,566.0,Yes
59235,59236,H59236,M,51.0,441.0,Yes
59236,59237,H59237,F,46.0,370.0,Yes
59237,59238,H59238,F,48.0,606.585796607797,Yes
59238,59239,H59239,F,46.0,606.585796607797,No
59239,59240,H59240,M,61.0,782.0,No
59240,59241,H59241,F,62.0,606.585796607797,No
59241,59242,H59242,M,55.812658936611996,775.0,No
59242,59243,H59243,M,63.0,788.0,Yes
59244,59245,H59245,F,60.0,606.585796607797,No
59245,59246,H59246,F,48.0,360.0,No
59246,59247,H59247,M,60.0,658.0,Yes
59247,59248,H59248,F,38.0,241.0,No
59248,59249,H59249,F,55.812658936611996,378.0,Yes
59250,59251,H59251,M,59.0,686.0,No
59251,59252,H59252,F,55.812658936611996,606.585796607797,No
59252,59253,H59253,F,59.0,680.0,Yes
59253,59254,H59254,M,62.0,765.0,Yes
59254,59255,H59255,M,59.0,630.0,Yes
59255,59256,H59256,M,65.0,836.0,No
59256,59257,H59257,M,56.0,606.585796607797,No
59257,59258,H59258,F,55.812658936611996,559.0,No
59258,59259,H59259,M,64.0,606.585796607797,No
59259,59260,H59260,M,64.0,886.0,Yes
59260,59261,H59261,M,47.0,400.0,No
59262,59263,H59263,M,55.812658936611996,606.585796607797,Yes
59263,59264,H59264,F,55.812658936611996,606.585796607797,No
59264,59265,H59265,F,55.812658936611996,359.0,No
59265,59266,H59266,F,55.812658936611996,606.585796607797,Yes
59266,59267,H59267,F,43.0,347.0,No
59268,59269,H59269,M,56.0,517.0,No
59269,59270,H59270,F,58.0,606.585796607797,No
59270,59271,H59271,F,59.0,626.0,No
59271,59272,H59272,M,62.0,755.0,No
59272,59273,H59273,F,61.0,780.0,Yes
59273,59274,H59274,M,61.0,737.0,No
59274,59275,H59275,F,55.812658936611996,606.585796607797,No
59275,59276,H59276,M,60.0,671.0,No
59276,59277,H59277,M,30.0,185.0,Yes
59277,59278,H59278,M,60.0,635.0,No
59278,59279,H59279,M,55.812658936611996,357.0,No
59279,59280,H59280,F,64.0,889.0,No
59280,59281,H59281,M,55.812658936611996,606.585796607797,No
59281,59282,H59282,F,51.0,421.0,No
59282,59283,H59283,F,55.812658936611996,383.0,Yes
59283,59284,H59284,M,34.0,245.0,Yes
59284,59285,H59285,M,68.0,1052.0,Yes
59285,59286,H59286,F,62.0,760.0,No
59286,59287,H59287,F,64.0,606.585796607797,No
59287,59288,H59288,F,55.812658936611996,686.0,No
59288,59289,H59289,F,60.0,606.585796607797,Yes
59289,59290,H59290,F,56.0,572.0,Yes
59290,59291,H59291,M,62.0,751.0,No
59291,59292,H59292,F,57.0,606.585796607797,Yes
59292,59293,H59293,F,55.812658936611996,509.0,Yes
59293,59294,H59294,M,58.0,661.0,No
59294,59295,H59295,F,41.0,282.0,Yes
59295,59296,H59296,F,55.812658936611996,606.585796607797,No
59296,59297,H59297,M,40.0,265.0,No
59297,59298,H59298,F,55.812658936611996,606.585796607797,No
59298,59299,H59299,M,59.0,618.0,No
59299,59300,H59300,F,55.812658936611996,676.0,Yes
59300,59301,H59301,F,60.0,606.585796607797,Yes
59301,59302,H59302,F,55.812658936611996,606.585796607797,No
59302,59303,H59303,M,61.0,774.0,No
59303,59304,H59304,M,61.0,775.0,No
59304,59305,H59305,M,46.0,387.0,Yes
59306,59307,H59307,F,55.812658936611996,701.0,No
59307,59308,H59308,F,55.812658936611996,407.0,No
59308,59309,H59309,F,56.0,505.0,Yes
59309,59310,H59310,F,45.0,606.585796607797,Yes
59310,59311,H59311,F,55.812658936611996,606.585796607797,No
59311,59312,H59312,F,58.0,625.0,Yes
59312,59313,H59313,F,62.0,712.0,Yes
59313,59314,H59314,M,53.0,476.0,Yes
59314,59315,H59315,F,62.0,743.0,Yes
59315,59316,H59316,F,44.0,606.585796607797,No
59316,59317,H59317,M,55.812658936611996,606.585796607797,Yes
59317,59318,H59318,F,64.0,828.0,Yes
59318,59319,H59319,F,55.812658936611996,578.0,Yes
59319,59320,H59320,M,63.0,749.0,No
59320,59321,H59321,F,70.0,606.585796607797,No
59321,59322,H59322,M,52.0,606.585796607797,No
59322,59323,H59323,F,30.0,195.0,Yes
59323,59324,H59324,M,62.0,778.0,Yes
59324,59325,H59325,M,57.0,543.0,Yes
59325,59326,H59326,F,60.0,668.0,Yes
59326,59327,H59327,M,60.0,606.585796607797,No
59327,59328,H59328,F,57.0,523.0,No
59329,59330,H59330,M,55.812658936611996,442.0,No
59330,59331,H59331,F,55.812658936611996,710.0,No
59331,59332,H59332,F,65.0,896.0,No
59332,59333,H59333,M,67.0,606.585796607797,No
59333,59334,H59334,M,55.812658936611996,643.0,No
59334,59335,H59335,F,55.812658936611996,606.585796607797,Yes
59335,59336,H59336,F,59.0,651.0,Yes
59337,59338,H59338,M,55.812658936611996,496.0,Yes
59338,59339,H59339,M,55.812658936611996,1018.0,Yes
59339,59340,H59340,F,52.0,606.585796607797,No
59341,59342,H59342,M,64.0,606.585796607797,No
59342,59343,H59343,F,64.0,856.0,No
59343,59344,H59344,F,56.0,558.0,No
59344,59345,H59345,F,55.812658936611996,480.0,No
59345,59346,H59346,M,56.0,541.0,No
59346,59347,H59347,F,38.0,243.0,Yes
59347,59348,H59348,M,55.812658936611996,606.585796607797,Yes
59348,59349,H59349,F,56.0,606.585796607797,Yes
59349,59350,H59350,F,55.812658936611996,1112.0,No
59350,59351,H59351,M,57.0,606.585796607797,Yes
59351,59352,H59352,F,67.0,938.0,No
59352,59353,H59353,F,52.0,422.0,Yes
59353,59354,H59354,F,55.812658936611996,606.585796607797,No
59354,59355,H59355,F,31.0,199.0,No
59355,59356,H59356,M,59.0,667.0,Yes
59357,59358,H59358,M,55.812658936611996,606.585796607797,No
59358,59359,H59359,F,55.0,481.0,No
59359,59360,H59360,M,62.0,606.585796607797,No
59360,59361,H59361,F,59.0,606.585796607797,No
59361,59362,H59362,M,55.812658936611996,492.0,Yes
59362,59363,H59363,F,55.812658936611996,365.0,Yes
59363,59364,H59364,F,55.812658936611996,521.0,No
59364,59365,H59365,F,29.0,190.0,No
59365,59366,H59366,F,64.0,606.585796607797,Yes
59366,59367,H59367,F,55.812658936611996,300.0,No
59367,59368,H59368,M,72.0,606.585796607797,No
59368,59369,H59369,F,64.0,842.0,No
59369,59370,H59370,F,55.812658936611996,606.585796607797,No
59370,59371,H59371,M,55.812658936611996,606.585796607797,No
59371,59372,H59372,F,67.0,606.585796607797,Yes
59372,59373,H59373,M,59.0,606.585796607797,Yes
59373,59374,H59374,M,55.812658936611996,661.0,Yes
59374,59375,H59375,M,71.0,1118.0,Yes
59375,59376,H59376,F,49.0,351.0,No
59377,59378,H59378,F,63.0,712.0,Yes
59378,59379,H59379,F,62.0,750.0,No
59379,59380,H59380,F,55.812658936611996,606.585796607797,Yes
59380,59381,H59381,M,55.812658936611996,741.0,Yes
59381,59382,H59382,M,58.0,627.0,No
59383,59384,H59384,F,55.812658936611996,260.0,No
59384,59385,H59385,M,55.812658936611996,399.0,No
59385,59386,H59386,F,55.812658936611996,606.585796607797,Yes
59386,59387,H59387,F,55.812658936611996,585.0,No
59387,59388,H59388,F,56.0,606.585796607797,No
59388,59389,H59389,F,53.0,482.0,Yes
59389,59390,H59390,M,44.0,606.585796607797,Yes
59390,59391,H59391,F,55.812658936611996,606.585796607797,Yes
59391,59392,H59392,M,63.0,719.0,No
59393,59394,H59394,F,55.812658936611996,606.585796607797,No
59394,59395,H59395,M,51.0,401.0,Yes
59396,59397,H59397,F,59.0,615.0,Yes
59397,59398,H59398,M,55.812658936611996,218.0,Yes
59398,59399,H59399,M,63.0,606.585796607797,Yes
59399,59400,H59400,F,60.0,697.0,Yes
59400,59401,H59401,M,63.0,606.585796607797,No
59401,59402,H59402,M,55.812658936611996,606.585796607797,Yes
59402,59403,H59403,M,64.0,879.0,Yes
59403,59404,H59404,M,43.0,606.585796607797,Yes
59404,59405,H59405,F,55.812658936611996,606.585796607797,No
59405,59406,H59406,F,62.0,606.585796607797,No
59406,59407,H59407,M,55.812658936611996,650.0,Yes
59407,59408,H59408,M,54.0,486.0,Yes
59408,59409,H59409,M,70.0,1105.0,Yes
59409,59410,H59410,F,45.0,350.0,Yes
59410,59411,H59411,M,44.0,324.0,Yes
59411,59412,H59412,M,54.0,475.0,Yes
59412,59413,H59413,M,55.812658936611996,460.0,Yes
59413,59414,H59414,M,63.0,606.585796607797,Yes
59414,59415,H59415,F,55.812658936611996,606.585796607797,Yes
59415,59416,H59416,M,58.0,630.0,No
59416,59417,H59417,M,55.812658936611996,654.0,Yes
59417,59418,H59418,M,52.0,427.0,Yes
59418,59419,H59419,M,63.0,709.0,Yes
59419,59420,H59420,M,56.0,575.0,No
59420,59421,H59421,F,56.0,508.0,No
59421,59422,H59422,M,55.812658936611996,278.0,No
59422,59423,H59423,M,65.0,854.0,Yes
59423,59424,H59424,M,62.0,790.0,Yes
59424,59425,H59425,M,57.0,606.585796607797,No
59425,59426,H59426,F,63.0,606.585796607797,No
59426,59427,H59427,F,62.0,776.0,Yes
59427,59428,H59428,M,59.0,606.585796607797,No
59428,59429,H59429,F,64.0,864.0,No
59429,59430,H59430,M,68.0,606.585796607797,Yes
59430,59431,H59431,F,55.812658936611996,202.0,No
59431,59432,H59432,F,60.0,606.585796607797,No
59432,59433,H59433,M,55.812658936611996,292.0,Yes
59434,59435,H59435,F,65.0,811.0,Yes
59435,59436,H59436,M,56.0,606.585796607797,No
59436,59437,H59437,M,62.0,753.0,Yes
59437,59438,H59438,F,55.812658936611996,714.0,Yes
59438,59439,H59439,M,55.812658936611996,606.585796607797,Yes
59439,59440,H59440,M,55.812658936611996,606.585796607797,Yes
59440,59441,H59441,M,52.0,606.585796607797,No
59441,59442,H59442,F,47.0,380.0,Yes
59442,59443,H59443,M,61.0,766.0,No
59443,59444,H59444,M,54.0,486.0,Yes
59444,59445,H59445,F,55.812658936611996,879.0,No
59445,59446,H59446,F,63.0,760.0,No
59446,59447,H59447,M,68.0,606.585796607797,Yes
59447,59448,H59448,M,55.0,491.0,Yes
59448,59449,H59449,M,65.0,606.585796607797,Yes
59449,59450,H59450,F,60.0,623.0,No
59451,59452,H59452,F,43.0,606.585796607797,No
59452,59453,H59453,M,55.812658936611996,413.0,Yes
59453,59454,H59454,F,65.0,606.585796607797,No
59454,59455,H59455,M,46.0,372.0,No
59455,59456,H59456,F,59.0,677.0,Yes
59456,59457,H59457,M,56.0,606.585796607797,No
59457,59458,H59458,F,55.812658936611996,696.0,Yes
59458,59459,H59459,M,65.0,606.585796607797,Yes
59459,59460,H59460,F,51.0,411.0,Yes
59460,59461,H59461,F,60.0,606.585796607797,Yes
59462,59463,H59463,F,55.812658936611996,371.0,No
59463,59464,H59464,M,56.0,545.0,Yes
59464,59465,H59465,F,55.812658936611996,606.585796607797,No
59465,59466,H59466,M,56.0,537.0,No
59466,59467,H59467,M,65.0,853.0,Yes
59467,59468,H59468,F,55.812658936611996,606.585796607797,Yes
59468,59469,H59469,F,59.0,697.0,Yes
59469,59470,H59470,F,37.0,246.0,Yes
59470,59471,H59471,M,51.0,606.585796607797,Yes
59471,59472,H59472,M,55.812658936611996,472.0,Yes
59472,59473,H59473,F,56.0,606.585796607797,No
59473,59474,H59474,F,48.0,353.0,Yes
59474,59475,H59475,F,68.0,1020.0,Yes
59475,59476,H59476,M,38.0,233.0,No
59476,59477,H59477,M,58.0,667.0,Yes
59477,59478,H59478,F,63.0,606.585796607797,No
59478,59479,H59479,M,61.0,606.585796607797,No
59479,59480,H59480,M,46.0,606.585796607797,Yes
59480,59481,H59481,F,61.0,606.585796607797,No
59481,59482,H59482,F,66.0,941.0,Yes
59482,59483,H59483,M,33.0,231.0,Yes
59483,59484,H59484,M,39.0,606.585796607797,Yes
59484,59485,H59485,F,60.0,644.0,Yes
